http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGDID	Uniprot
CAL0000168047	B9W8L8
CAL0000168051	B9WDK2
CAL0000168049	B9WIY1
CAL0000168055	B9W9M4
CAL0000168053	B9WN42
CAL0000168057	B9WB90
CAL0000168059	B9WKC7
CAL0000168061	B9WG93
CAL0000168063	B9WCS5
CAL0000168065	B9WFT5
CAL0000168067	B9WGP8
CAL0000168071	B9WBP4
CAL0000168073	B9WN71
CAL0000168075	B9WGK4
CAL0000168077	B9WKV7
CAL0000168079	B9WDK4
CAL0000168083	B9WEN5
CAL0000168081	B9W6M4
CAL0000168085	B9WM74
CAL0000168087	B9WGB6
CAL0000168091	B9WAL0
CAL0000168093	B9WCX5
CAL0000168089	B9WKY7
CAL0000168097	B9WL54
CAL0000168095	B9WLM5
CAL0000168099	B9WJQ0
CAL0000168101	B9WI52
CAL0000168105	B9WF06
CAL0000168107	B9W6P9
CAL0000168109	B9WDY9
CAL0000168111	B9WA79
CAL0000168117	B9WE82
CAL0000168113	B9WAX7
CAL0000168115	B9WB69
CAL0000168119	B9WK03
CAL0000168125	B9W7K0
CAL0000168127	B9WL77
CAL0000168129	B9WMZ6
CAL0000168135	B9WIM9
CAL0000168139	B9WDP5
CAL0000168141	B9WBZ9
CAL0000168145	B9WEK3
CAL0000168143	B9WCM0
CAL0000168147	B9W6X8
CAL0000168149	B9WMM0
CAL0000168151	B9WHS1
CAL0000168153	B9WGH9
CAL0000168155	B9WJ05
CAL0000168159	B9WK64
CAL0000168161	B9WCP7
CAL0000168163	B9WHI4
CAL0000168165	B9WFP3
CAL0000168167	B9WJK0
CAL0000168169	B9W7K7
CAL0000168171	B9WGS6
CAL0000168173	B9WC36
CAL0000168175	B9WKY3
CAL0000168179	B9W793
CAL0000168177	B9WLW8
CAL0000168181	B9WLX3
CAL0000168183	B9WAB3
CAL0000168185	B9WC98
CAL0000168187	B9WB81
CAL0000168189	B9WL19
CAL0000168195	B9WAD6
CAL0000168193	B9WM96
CAL0000168197	B9W7S8
CAL0000168199	B9WGJ4
CAL0000168201	B9WA91
CAL0000168203	B9W7B3
CAL0000168205	B9W9Q0
CAL0000168207	B9WHQ1
CAL0000168213	B9WHA9
CAL0000168215	B9WGF3
CAL0000168219	B9WEL3
CAL0000168217	B9WD52
CAL0000168223	B9W9M5
CAL0000168225	B9W9G6
CAL0000168227	B9WIR9
CAL0000168229	B9WIU0
CAL0000168231	B9WIF1
CAL0000168233	B9WMQ5
CAL0000168237	B9W977
CAL0000168239	B9WBY1
CAL0000168235	B9WMW6
CAL0000168241	B9WJY7
CAL0000168243	B9WI60
CAL0000168245	B9W6J1
CAL0000168247	B9WML0
CAL0000168249	B9W763
CAL0000168251	B9WD27
CAL0000168253	B9WHX0
CAL0000168255	B9WFR9
CAL0000168259	B9WF11
CAL0000168257	B9W9S9
CAL0000168261	B9WHF8
CAL0000168263	B9WCN2
CAL0000168267	B9WIR1
CAL0000168271	B9W749
CAL0000168273	B9W9Y0
CAL0000168275	B9WBE8
CAL0000168279	B9WAZ3
CAL0000168281	B9WHE2
CAL0000168283	B9WCQ6
CAL0000168285	B9W6V0
CAL0000168287	B9WEX8
CAL0000168289	B9WJG9
CAL0000168293	B9WG86
CAL0000168295	B9WI25
CAL0000168297	B9WC85
CAL0000168299	B9WGU1
CAL0000168301	B9WIK1
CAL0000168303	B9W930
CAL0000168309	B9W8Z9
CAL0000168311	B9WMS4
CAL0000168313	B9WAX4
CAL0000168315	B9W970
CAL0000168321	B9W6N0
CAL0000168323	B9W7P1
CAL0000168325	B9W6R2
CAL0000168327	B9WDT1
CAL0000168329	B9WIG7
CAL0000168331	B9W9J7
CAL0000168333	B9WEE0
CAL0000168337	B9WE36
CAL0000168335	B9W9E6
CAL0000168341	B9WN20
CAL0000168343	B9WF27
CAL0000168345	B9WKW3
CAL0000168347	B9WF93
CAL0000168349	B9WJY6
CAL0000168351	B9WHZ9
CAL0000168353	B9WHX9
CAL0000168355	B9WJ93
CAL0000168357	B9WIP3
CAL0000168361	B9WIV0
CAL0000168363	B9W853
CAL0000168365	B9WAB0
CAL0000168367	B9WK70
CAL0000168373	B9WDD7
CAL0000168369	B9WIK8
CAL0000168379	B9WH04
CAL0000168381	B9WHZ6
CAL0000168383	B9WGL6
CAL0000168393	B9WEX5
CAL0000168391	B9WEU7
CAL0000168399	B9WIV9
CAL0000168397	B9WLB0
CAL0000168401	B9WF28
CAL0000168403	B9WC61
CAL0000168405	B9WN37
CAL0000168407	B9WJZ0
CAL0000168411	B9WEP5
CAL0000168413	B9WM72
CAL0000168415	B9W8L3
CAL0000168417	B9WIB6
CAL0000168419	B9WGT3
CAL0000168421	B9WM59
CAL0000168425	B9WER7
CAL0000168423	B9WM70
CAL0000168427	B9WGH4
CAL0000168429	B9WHB1
CAL0000168431	B9WDS1
CAL0000168433	B9WKX7
CAL0000168435	B9WA31
CAL0000168437	B9WBP3
CAL0000168439	B9WD54
CAL0000168441	B9WJ97
CAL0000168443	B9WKR3
CAL0000168445	B9WFK1
CAL0000168449	B9WDZ9
CAL0000168447	B9WD57
CAL0000168451	B9WDJ8
CAL0000168453	B9WBX1
CAL0000168455	B9WGQ7
CAL0000168457	B9WJM9
CAL0000168459	B9W721
CAL0000168461	B9WBZ1
CAL0000168463	B9W742
CAL0000168465	B9WH03
CAL0000168467	B9W6R7
CAL0000168469	B9WDN2
CAL0000168471	B9WH33
CAL0000168473	B9W788
CAL0000168477	B9WEJ3
CAL0000168475	B9W9G5
CAL0000168479	B9WG68
CAL0000168481	B9W8Y5
CAL0000168483	B9WCN0
CAL0000168489	B9WEH2
CAL0000168485	B9WKE4
CAL0000168487	B9WAV9
CAL0000168491	B9W871
CAL0000168493	B9WA14
CAL0000168495	B9WBI5
CAL0000168497	B9WAJ2
CAL0000168499	B9WFH1
CAL0000168503	B9WCB7
CAL0000168501	B9WN66
CAL0000168509	B9WET9
CAL0000168507	B9WD41
CAL0000168505	B9WMS8
CAL0000168513	B9WM56
CAL0000168515	B9W7T7
CAL0000168519	B9WEY3
CAL0000168517	B9WC03
CAL0000168525	B9WEU4
CAL0000168521	B9W6J6
CAL0000168527	B9WF60
CAL0000168529	B9WD56
CAL0000168531	B9WK08
CAL0000168533	B9W9K9
CAL0000168537	B9WJ90
CAL0000168539	B9W6Y0
CAL0000168541	B9WAJ6
CAL0000168543	B9WLG7
CAL0000168547	B9WCZ8
CAL0000168549	B9W8P4
CAL0000168551	B9WII9
CAL0000168553	B9WAS5
CAL0000168557	B9WDV5
CAL0000168559	B9WFN3
CAL0000168561	B9WGA6
CAL0000168555	B9WHT1
CAL0000168563	B9WGB4
CAL0000168565	B9WCG0
CAL0000168567	B9WFA5
CAL0000168569	B9WN32
CAL0000168571	B9WBH2
CAL0000168573	B9WKB9
CAL0000168575	B9WDP7
CAL0000168577	B9WI40
CAL0000168579	B9WL91
CAL0000168581	B9WFU2
CAL0000168583	B9WG82
CAL0000168585	B9WCE1
CAL0000168587	B9WB77
CAL0000168593	B9WE04
CAL0000168591	B9W7N1
CAL0000168589	B9WMK9
CAL0000168599	B9WMS2
CAL0000168601	B9WIH7
CAL0000168603	B9WC63
CAL0000168605	B9W8N7
CAL0000168607	B9W6U5
CAL0000168609	B9WEI2
CAL0000168613	B9W916
CAL0000168615	B9WE89
CAL0000168617	B9WC87
CAL0000168619	B9W6M5
CAL0000168621	B9W979
CAL0000168623	B9W6H1
CAL0000168625	B9W9T0
CAL0000168629	B9WDB0
CAL0000168627	B9WCY9
CAL0000168637	B9WEU8
CAL0000168635	B9WD98
CAL0000168633	B9WAW1
CAL0000168641	B9WDA0
CAL0000168639	B9WD00
CAL0000168643	B9WIT0
CAL0000168645	B9WBP2
CAL0000168647	B9W9V4
CAL0000168649	B9WE51
CAL0000168653	B9WL21
CAL0000168655	B9WEQ6
CAL0000168659	B9WAW0
CAL0000168657	B9WMA7
CAL0000168661	B9WHP3
CAL0000168663	B9WDM1
CAL0000168665	B9WL36
CAL0000168667	B9WFY1
CAL0000168671	B9WE48
CAL0000168669	B9WN07
CAL0000168673	B9WEJ1
CAL0000168675	B9WM99
CAL0000168679	B9WD67
CAL0000168677	B9WL89
CAL0000168681	B9W6W9
CAL0000168683	B9WH01
CAL0000168685	B9WBL7
CAL0000168687	B9WJL5
CAL0000168689	B9WGH7
CAL0000168691	B9WHD0
CAL0000168693	B9W6S5
CAL0000168695	B9WIM4
CAL0000168697	B9WAD0
CAL0000168699	B9WHM8
CAL0000168701	B9WJ14
CAL0000168703	B9W8J6
CAL0000168705	B9WG32
CAL0000168709	B9W776
CAL0000168707	B9WKV1
CAL0000168711	B9WE33
CAL0000168713	B9WJV6
CAL0000168715	B9W8T1
CAL0000168717	B9W880
CAL0000168719	B9WG99
CAL0000168723	B9WAL9
CAL0000168725	B9W830
CAL0000168727	B9W7P3
CAL0000168729	B9WHH2
CAL0000168731	B9WMW3
CAL0000168733	B9WGM1
CAL0000168737	B9WDW3
CAL0000168735	B9W6R0
CAL0000168739	B9WLE1
CAL0000168741	B9W8L2
CAL0000168743	B9WIG1
CAL0000168745	B9W6G6
CAL0000168747	B9WN22
CAL0000168749	B9W9B9
CAL0000168751	B9WI13
CAL0000168753	B9WBQ1
CAL0000168755	B9WCN9
CAL0000168757	B9WIY6
CAL0000168759	B9W8V9
CAL0000168761	B9W7P9
CAL0000168763	B9WFH9
CAL0000168765	B9WGJ9
CAL0000168767	B9WC27
CAL0000168769	B9W9G1
CAL0000168771	B9WM31
CAL0000168773	B9WKL2
CAL0000168775	B9WAS1
CAL0000168777	B9WJN4
CAL0000168779	B9WG14
CAL0000168781	B9W6Q1
CAL0000168783	B9W6W6
CAL0000168787	B9WEV9
CAL0000168785	B9WKI3
CAL0000168789	B9W7S2
CAL0000168791	B9WG16
CAL0000168793	B9WIS5
CAL0000168795	B9WAL4
CAL0000168797	B9WB16
CAL0000168799	B9WG63
CAL0000168801	B9WLJ0
CAL0000168803	B9WI98
CAL0000168805	B9WBB6
CAL0000168807	B9WAQ5
CAL0000168809	B9WEE3
CAL0000168811	B9W8W8
CAL0000168813	B9WCL3
CAL0000168817	B9WFI9
CAL0000168821	B9WMK0
CAL0000168823	B9WMT2
CAL0000168827	B9WHM0
CAL0000168829	B9WJB7
CAL0000168831	B9WB21
CAL0000168833	B9WAF2
CAL0000168835	B9W9R1
CAL0000168837	B9W9P1
CAL0000168839	B9WB39
CAL0000168841	B9WCL7
CAL0000168843	B9WL31
CAL0000168845	B9WBL0
CAL0000168847	B9WG48
CAL0000168849	B9WDS4
CAL0000168853	B9WD01
CAL0000168851	B9WIA7
CAL0000168855	B9W8T6
CAL0000168857	B9WFA4
CAL0000168859	B9WII0
CAL0000168861	B9WJ33
CAL0000168863	B9WCY1
CAL0000168865	B9WJI7
CAL0000168867	B9W7A7
CAL0000168871	B9WBW1
CAL0000168873	B9WBF6
CAL0000168869	B9WML3
CAL0000168875	B9WL83
CAL0000168877	B9WG23
CAL0000168879	B9WG33
CAL0000168881	B9W7Q2
CAL0000168883	B9W877
CAL0000168885	B9WHP5
CAL0000168887	B9WBR0
CAL0000168893	B9W9V2
CAL0000168895	B9WMW8
CAL0000168897	B9WE19
CAL0000168901	B9WBW8
CAL0000168903	B9WGV3
CAL0000168905	B9W9X8
CAL0000168909	B9WKB1
CAL0000168911	B9W6G7
CAL0000168915	B9WCT9
CAL0000168917	B9WJ40
CAL0000168919	B9W766
CAL0000168921	B9WGX0
CAL0000168923	B9WGB1
CAL0000168925	B9WIX7
CAL0000168929	B9WDK9
CAL0000168927	B9WBJ2
CAL0000168931	B9WFG9
CAL0000168933	B9WA38
CAL0000168935	B9WIT4
CAL0000168939	B9WF42
CAL0000168943	B9W9J9
CAL0000168941	B9WL33
CAL0000168947	B9WEK8
CAL0000168945	B9WEC8
CAL0000168951	B9W7B2
CAL0000168955	B9WF74
CAL0000168957	B9WHY2
CAL0000168959	B9W9P3
CAL0000168963	B9WCC1
CAL0000168961	B9W6Q4
CAL0000168965	B9W719
CAL0000168967	B9W7M6
CAL0000168969	B9WGU0
CAL0000168973	B9WCS3
CAL0000168975	B9WBC8
CAL0000168977	B9W873
CAL0000168979	B9WKE2
CAL0000168981	B9WK22
CAL0000168983	B9W9L6
CAL0000168987	B9WDK6
CAL0000168985	B9WC80
CAL0000168989	B9WAU8
CAL0000168991	B9WM91
CAL0000168995	B9WED3
CAL0000168993	B9WC35
CAL0000168997	B9WGL0
CAL0000168999	B9W7C3
CAL0000169003	B9WCF5
CAL0000169001	B9WBX9
CAL0000169005	B9WE06
CAL0000169007	B9WHW0
CAL0000169009	B9W9F6
CAL0000169011	B9W8U8
CAL0000169015	B9W9J1
CAL0000169013	B9WLU8
CAL0000169017	B9WFX3
CAL0000169019	B9WAR8
CAL0000169021	B9WDJ1
CAL0000169023	B9WCT3
CAL0000169025	B9WL01
CAL0000169027	B9WK05
CAL0000169029	B9W6X4
CAL0000169031	B9W913
CAL0000169033	B9WG96
CAL0000169037	B9WEQ8
CAL0000169035	B9W9Y2
CAL0000169039	B9W9W5
CAL0000169041	B9WBU2
CAL0000169043	B9WIT8
CAL0000169045	B9W7T0
CAL0000169047	B9WJ35
CAL0000169049	B9WCH9
CAL0000169051	B9WHR7
CAL0000169053	B9WI10
CAL0000169055	B9WKP2
CAL0000169059	B9WEM4
CAL0000169057	B9WDD4
CAL0000169061	B9W7I3
CAL0000169063	B9WHU5
CAL0000169065	B9WAE4
CAL0000169067	B9WDW0
CAL0000169069	B9W6M7
CAL0000169071	B9WK96
CAL0000169075	B9WKM9
CAL0000169079	B9WJ91
CAL0000169077	B9WMP7
CAL0000169081	B9WFA3
CAL0000169087	B9W6K6
CAL0000169089	B9W9J5
CAL0000169091	B9WL57
CAL0000169093	B9WB99
CAL0000169095	B9WME2
CAL0000169097	B9W7X6
CAL0000169099	B9WGQ0
CAL0000169105	B9WG87
CAL0000169107	B9W8K5
CAL0000169111	B9WMD4
CAL0000169113	B9WDP0
CAL0000169115	B9WME5
CAL0000169117	B9WIX4
CAL0000169119	B9WI02
CAL0000169121	B9WAM6
CAL0000169123	B9W9E3
CAL0000169125	B9WFP6
CAL0000169127	B9WH52
CAL0000169129	B9WJR4
CAL0000169131	B9WKN4
CAL0000169133	B9W7G8
CAL0000169135	B9WIS2
CAL0000169137	B9W7H4
CAL0000169141	B9WE34
CAL0000169139	B9WK30
CAL0000169143	B9WLX1
CAL0000169145	B9WI91
CAL0000169149	B9WIG0
CAL0000169153	B9WLT9
CAL0000169151	B9WM08
CAL0000169155	B9WL03
CAL0000169157	B9WF59
CAL0000169159	B9WF85
CAL0000169161	B9WLP6
CAL0000169163	B9WH45
CAL0000169165	B9WF57
CAL0000169167	B9WI41
CAL0000169169	B9WB19
CAL0000169171	B9W7B1
CAL0000169173	B9WA81
CAL0000169175	B9W8V5
CAL0000169177	B9W8Q3
CAL0000169181	B9WDE6
CAL0000169179	B9WJV7
CAL0000169185	B9WAM4
CAL0000169187	B9WA04
CAL0000169189	B9WG32
CAL0000169191	B9WDQ2
CAL0000169193	B9WB06
CAL0000169195	B9W6Z0
CAL0000169197	B9WMX3
CAL0000169199	B9WF92
CAL0000169201	B9WFL5
CAL0000169205	B9WC81
CAL0000169203	B9WC00
CAL0000169207	B9WMD1
CAL0000169209	B9WBJ4
CAL0000169211	B9WK74
CAL0000169213	B9WB01
CAL0000169221	B9WD15
CAL0000169215	B9W8F0
CAL0000169217	B9W7Y8
CAL0000169219	B9W712
CAL0000169223	B9W9B2
CAL0000169227	B9WIW3
CAL0000169225	B9WMP8
CAL0000169231	B9WCI2
CAL0000169229	B9WMI2
CAL0000169233	B9WCA1
CAL0000169235	B9WMH8
CAL0000169237	B9WGF4
CAL0000169239	B9WAV7
CAL0000169243	B9WJ72
CAL0000169245	B9WLX9
CAL0000169247	B9WIX8
CAL0000169249	B9WMD0
CAL0000169251	B9WN11
CAL0000169253	B9WBH4
CAL0000169255	B9WG08
CAL0000169257	B9WH35
CAL0000169259	B9WJG4
CAL0000169261	B9WFV2
CAL0000169265	B9WE43
CAL0000169263	B9WCB2
CAL0000169267	B9WKZ5
CAL0000169269	B9WLU3
CAL0000169271	B9WN82
CAL0000169273	B9WFN6
CAL0000169275	B9WK58
CAL0000169279	B9WN00
CAL0000169281	B9W847
CAL0000169285	B9WGB2
CAL0000169287	B9W9Z1
CAL0000169289	B9W8M8
CAL0000169291	B9WAG8
CAL0000169293	B9WFW0
CAL0000169295	B9W9C8
CAL0000169297	B9WCZ6
CAL0000169299	B9W6V1
CAL0000169301	B9WHD5
CAL0000169307	B9WCA6
CAL0000169303	B9WMG1
CAL0000169309	B9WH16
CAL0000169313	B9WJ00
CAL0000169311	B9WMF7
CAL0000169315	B9WI17
CAL0000169317	B9WIC6
CAL0000169325	B9WDP1
CAL0000169321	B9W833
CAL0000169323	B9W6T1
CAL0000169319	B9WLI8
CAL0000169329	B9WMH2
CAL0000169331	B9WIA9
CAL0000169333	B9WI84
CAL0000169335	B9W8Y6
CAL0000169339	B9WDM2
CAL0000169341	B9W727
CAL0000169343	B9WGY7
CAL0000169345	B9WDR3
CAL0000169349	B9WHH1
CAL0000169351	B9WAF0
CAL0000169355	B9WC84
CAL0000169353	B9W9Z8
CAL0000169359	B9W8D3
CAL0000169357	B9WL08
CAL0000169363	B9WLC9
CAL0000169361	B9WN41
CAL0000169365	B9WJS6
CAL0000169367	B9W6W7
CAL0000169369	B9WAG7
CAL0000169373	B9WKT0
CAL0000169371	B9WM34
CAL0000169375	B9WIE4
CAL0000169377	B9WKH7
CAL0000169379	B9WGG0
CAL0000169381	B9WK19
CAL0000169383	B9WCY8
CAL0000169385	B9WHL1
CAL0000169387	B9W7H1
CAL0000169389	B9WJK1
CAL0000169391	B9WKZ0
CAL0000169393	B9WHW3
CAL0000169395	B9WID5
CAL0000169397	B9W9N4
CAL0000169399	B9WC18
CAL0000169401	B9WH96
CAL0000169403	B9WEW2
CAL0000169409	B9W844
CAL0000169407	B9WL12
CAL0000169411	B9WBF9
CAL0000169413	B9WCX4
CAL0000169415	B9W7I4
CAL0000169419	B9WB04
CAL0000169417	B9WLZ8
CAL0000169425	B9WD72
CAL0000169429	B9WKD4
CAL0000169431	B9WCF8
CAL0000169427	B9WLY3
CAL0000169433	B9WI03
CAL0000169435	B9W9X3
CAL0000169437	B9WN29
CAL0000169439	B9WBY6
CAL0000169441	B9WA45
CAL0000169445	B9WA18
CAL0000169447	B9W7C9
CAL0000169449	B9WGZ5
CAL0000169451	B9WFH5
CAL0000169453	B9WF29
CAL0000169455	B9WMD6
CAL0000169457	B9WDX0
CAL0000169461	B9W8D4
CAL0000169459	B9WL63
CAL0000169463	B9WIN6
CAL0000169465	B9W704
CAL0000169467	B9WK88
CAL0000169469	B9WIW6
CAL0000169471	B9WII8
CAL0000169475	B9WF36
CAL0000169477	B9WA44
CAL0000169479	B9W8K1
CAL0000169481	B9W6T8
CAL0000169483	B9WBI6
CAL0000169485	B9WI50
CAL0000169487	B9W7P5
CAL0000169489	B9WFH2
CAL0000169491	B9W8C0
CAL0000169495	B9WK47
CAL0000169497	B9WB41
CAL0000169499	B9WFM1
CAL0000169501	B9WA19
CAL0000169503	B9WKY6
CAL0000169505	B9WI55
CAL0000169513	B9WIE5
CAL0000169511	B9WM92
CAL0000169515	B9WMN6
CAL0000169517	B9W8Q0
CAL0000169519	B9WHI9
CAL0000169521	B9WEU3
CAL0000169525	B9W988
CAL0000169527	B9WCV7
CAL0000169531	B9WMY2
CAL0000169533	B9WI81
CAL0000169535	B9WAN5
CAL0000169537	B9WG55
CAL0000169539	B9WGB5
CAL0000169541	B9WKF3
CAL0000169543	B9WJK9
CAL0000169545	B9WKN1
CAL0000169549	B9WFH3
CAL0000169551	B9WBW7
CAL0000169555	B9WBM5
CAL0000169553	B9WLI5
CAL0000169557	B9WIT1
CAL0000169559	B9WIN9
CAL0000169561	B9W6I0
CAL0000169563	B9WI11
CAL0000169565	B9WKU1
CAL0000169569	B9WIJ7
CAL0000169571	B9WCR7
CAL0000169573	B9WIN0
CAL0000169575	B9W7K2
CAL0000169577	B9W6R4
CAL0000169579	B9W779
CAL0000169581	B9WA13
CAL0000169583	B9WBR3
CAL0000169585	B9WBN0
CAL0000169587	B9W6U9
CAL0000169589	B9W6W5
CAL0000169591	B9W781
CAL0000169593	B9WIJ3
CAL0000169595	B9WBD3
CAL0000169597	B9WFY7
CAL0000169599	B9WB68
CAL0000169601	B9WE96
CAL0000169603	B9WGY6
CAL0000169605	B9WBA5
CAL0000169607	B9W9B7
CAL0000169609	B9W783
CAL0000169611	B9WII5
CAL0000169613	B9W6Q8
CAL0000169615	B9WF90
CAL0000169617	B9WLG3
CAL0000169619	B9WH06
CAL0000169621	B9W8N2
CAL0000169623	B9W726
CAL0000169625	B9WLW9
CAL0000169628	B9WBY0
CAL0000169630	B9WIK0
CAL0000169634	B9W876
CAL0000169638	B9WK45
CAL0000169640	B9W7B5
CAL0000169636	B9WKZ7
CAL0000169642	B9WG35
CAL0000169644	B9WEF3
CAL0000169648	B9WCZ9
CAL0000169646	B9WN25
CAL0000169652	B9WDQ6
CAL0000169654	B9W8B2
CAL0000169658	B9W8W5
CAL0000169656	B9WKQ7
CAL0000169662	B9WMU1
CAL0000169664	B9WH13
CAL0000169668	B9WIA2
CAL0000169670	B9WI07
CAL0000169666	B9WM09
CAL0000169672	B9WGE9
CAL0000169674	B9WBL1
CAL0000169676	B9W7X9
CAL0000169678	B9WGX5
CAL0000169680	B9WDV9
CAL0000169682	B9WJ82
CAL0000169684	B9WLH1
CAL0000169686	B9W998
CAL0000169690	B9WDD6
CAL0000169688	B9W806
CAL0000169692	B9WF96
CAL0000169694	B9W9D9
CAL0000169698	B9WED2
CAL0000169696	B9WB22
CAL0000169700	B9WH05
CAL0000169702	B9WD85
CAL0000169704	B9W6U3
CAL0000169706	B9WM63
CAL0000169708	B9WH62
CAL0000169712	B9WKJ1
CAL0000169714	B9WKG2
CAL0000169716	B9WG13
CAL0000169718	B9WHG3
CAL0000169722	B9W7W1
CAL0000169720	B9WKS2
CAL0000169724	B9WET4
CAL0000169726	B9WK14
CAL0000169728	B9WAL2
CAL0000169730	B9WHG2
CAL0000169732	B9WIT2
CAL0000169736	B9WDU6
CAL0000169734	B9W6X2
CAL0000169738	B9W7S6
CAL0000169742	B9WCW7
CAL0000169744	B9WI80
CAL0000169746	B9WI57
CAL0000169748	B9W7H3
CAL0000169750	B9WHY0
CAL0000169752	B9WH29
CAL0000169754	B9W7V7
CAL0000169756	B9WCS2
CAL0000169758	B9WAK7
CAL0000169760	B9W770
CAL0000169762	B9WHR9
CAL0000169764	B9WJB8
CAL0000169766	B9WJ18
CAL0000169768	B9WE32
CAL0000169770	B9WKC3
CAL0000169772	B9WHH3
CAL0000169778	B9W8V7
CAL0000169780	B9W7B9
CAL0000169782	B9WBI0
CAL0000169788	B9WDG8
CAL0000169786	B9W800
CAL0000169790	B9WC72
CAL0000169792	B9WGD4
CAL0000169794	B9W6L6
CAL0000169796	B9WMB4
CAL0000169800	B9WHC7
CAL0000169806	B9WEH5
CAL0000169802	B9WN24
CAL0000169808	B9WDS2
CAL0000169810	B9WBP7
CAL0000169812	B9WKX6
CAL0000169814	B9WJV9
CAL0000169816	B9WMM6
CAL0000169818	B9WMW9
CAL0000169822	B9WB03
CAL0000169820	B9WM11
CAL0000169824	B9WIP1
CAL0000169826	B9WCW9
CAL0000169830	B9WIR5
CAL0000169828	B9WKW9
CAL0000169832	B9WDL0
CAL0000169834	B9WJP2
CAL0000169836	B9W8S1
CAL0000169838	B9WHH0
CAL0000169840	B9WHJ5
CAL0000169842	B9WBJ8
CAL0000169846	B9WAP9
CAL0000169848	B9WA66
CAL0000169850	B9WAP2
CAL0000169852	B9WF30
CAL0000169854	B9WJ30
CAL0000169856	B9WE68
CAL0000169858	B9W8W3
CAL0000169860	B9WAM5
CAL0000169862	B9WF65
CAL0000169864	B9W9G2
CAL0000169866	B9WHT3
CAL0000169868	B9WGY9
CAL0000169872	B9WKD0
CAL0000169874	B9WI90
CAL0000169876	B9WHZ5
CAL0000169878	B9W910
CAL0000169882	B9WJ96
CAL0000169886	B9WD81
CAL0000169884	B9WM12
CAL0000169888	B9WGT7
CAL0000169890	B9WFW8
CAL0000169892	B9WHM4
CAL0000169894	B9WG15
CAL0000169896	B9WM87
CAL0000169898	B9W7R7
CAL0000169902	B9WGG1
CAL0000169904	B9WF33
CAL0000169906	B9WMG6
CAL0000169908	B9WJV4
CAL0000169910	B9WCN8
CAL0000169912	B9WJC6
CAL0000169914	B9WMH0
CAL0000169916	B9WK40
CAL0000169918	B9WGY5
CAL0000169922	B9WIQ6
CAL0000169924	B9WDL3
CAL0000169928	B9WFH0
CAL0000169930	B9WEL9
CAL0000169932	B9W760
CAL0000169934	B9WKZ8
CAL0000169936	B9WGS2
CAL0000169938	B9WH38
CAL0000169940	B9W9H2
CAL0000169942	B9WD42
CAL0000169944	B9WBE2
CAL0000169946	B9WAQ7
CAL0000169948	B9WA90
CAL0000169950	B9WG01
CAL0000169952	B9WE73
CAL0000169956	B9WBC1
CAL0000169954	B9WL05
CAL0000169958	B9WI22
CAL0000169960	B9W8D1
CAL0000169962	B9WKA6
CAL0000169964	B9WD44
CAL0000169966	B9WGL3
CAL0000169968	B9WHG4
CAL0000169970	B9W7Y4
CAL0000169972	B9WGT8
CAL0000169974	B9WB98
CAL0000169976	B9W9S8
CAL0000169978	B9WL29
CAL0000169980	B9WJ89
CAL0000169982	B9WHG5
CAL0000169984	B9WHR4
CAL0000169986	B9WMA0
CAL0000169988	B9W7I9
CAL0000169990	B9WFF2
CAL0000169992	B9WFI2
CAL0000169994	B9W976
CAL0000169996	B9WH50
CAL0000169998	B9W6I9
CAL0000170000	B9WAT3
CAL0000170004	B9WCX7
CAL0000170008	B9WEE7
CAL0000170010	B9WC29
CAL0000170014	B9WAK9
CAL0000170012	B9WMS3
CAL0000170016	B9WLZ1
CAL0000170018	B9WGI8
CAL0000170020	B9WET2
CAL0000170028	B9WDX9
CAL0000170024	B9WAG2
CAL0000170022	B9WLN8
CAL0000170030	B9WBV6
CAL0000170032	B9WN40
CAL0000170036	B9WA68
CAL0000170038	B9WE74
CAL0000170040	B9WJ21
CAL0000170044	B9WF12
CAL0000170046	B9WMB3
CAL0000170050	B9WKF7
CAL0000170054	B9WEK6
CAL0000170052	B9WN05
CAL0000170056	B9WAE2
CAL0000170058	B9WMG0
CAL0000170060	B9WAK1
CAL0000170062	B9WMN9
CAL0000170064	B9WCH8
CAL0000170068	B9WH54
CAL0000170070	B9WMR4
CAL0000170072	B9WLV1
CAL0000170076	B9WM10
CAL0000170078	B9WFX1
CAL0000170082	B9WJ45
CAL0000170084	B9W7A8
CAL0000170088	B9WMK4
CAL0000170090	B9WEC7
CAL0000170094	B9WDN4
CAL0000170092	B9WC42
CAL0000170096	B9WGW0
CAL0000170100	B9WK82
CAL0000170102	B9W7A3
CAL0000170098	B9WMS7
CAL0000170104	B9WGH2
CAL0000170106	B9WDH6
CAL0000170108	B9WA78
CAL0000170110	B9W865
CAL0000170112	B9WF55
CAL0000170114	B9WDZ6
CAL0000170116	B9WH23
CAL0000170118	B9WJK3
CAL0000170120	B9WI76
CAL0000170122	B9WIK2
CAL0000170124	B9WK02
CAL0000170126	B9WE30
CAL0000170130	B9WCI9
CAL0000170132	B9WCQ5
CAL0000170136	B9WEJ0
CAL0000170134	B9WDN7
CAL0000170138	B9W7K8
CAL0000170140	B9WCG5
CAL0000170144	B9WGG6
CAL0000170148	B9WDM4
CAL0000170146	B9WAZ8
CAL0000170150	B9WK42
CAL0000170152	B9WIH2
CAL0000170154	B9WHY8
