http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGD:CAL0000193101	UniProtKB:Q5A0W9
CGD:CAL0133925	UniProtKB:Q6FM39
CGD:CAL0133927	UniProtKB:Q6FN76
CGD:CAL0130450	UniProtKB:Q6FQK1
CGD:CAL0130416	UniProtKB:Q6FRG3
CGD:CAL0133931	UniProtKB:Q6FMW6
CGD:CAL0135140	UniProtKB:Q6FLC2
CGD:CAL0130502	UniProtKB:Q6FR70
CGD:CAL0133951	UniProtKB:Q6FN67
CGD:CAL0128706	UniProtKB:Q6FVA3
CGD:CAL0136417	UniProtKB:Q6FIU8
CGD:CAL0136423	UniProtKB:Q6FJQ0
CGD:CAL0128107	UniProtKB:Q6FW23
CGD:CAL0130494	UniProtKB:Q6FS38
CGD:CAL0130043	UniProtKB:Q6FSR6
CGD:CAL0126777	UniProtKB:Q6FXT8
CGD:CAL0132094	UniProtKB:Q6FR68
CGD:CAL0132096	UniProtKB:Q6FQF5
CGD:CAL0130109	UniProtKB:Q6FTB5
CGD:CAL0132814	UniProtKB:Q6FP14
CGD:CAL0128734	UniProtKB:Q6FV82
CGD:CAL0135174	UniProtKB:Q6FL37
CGD:CAL0135176	UniProtKB:Q6FLG6
CGD:CAL0130571	UniProtKB:Q6FSC3
CGD:CAL0128740	UniProtKB:B4UMZ3
CGD:CAL0130599	UniProtKB:Q6FSH2
CGD:CAL0133989	UniProtKB:Q6FNF7
CGD:CAL0136451	UniProtKB:Q6FJC5
CGD:CAL0135192	UniProtKB:Q6FLC7
CGD:CAL0130876	UniProtKB:Q6FTT1
CGD:CAL0136475	UniProtKB:Q6FJU7
CGD:CAL0132840	UniProtKB:Q6FPL9
CGD:CAL0130276	UniProtKB:Q6FSS8
CGD:CAL0126851	UniProtKB:Q6FY55
CGD:CAL0132842	UniProtKB:Q6FP70
CGD:CAL0127824	UniProtKB:Q6FXL2
CGD:CAL0132164	UniProtKB:Q6FQ51
CGD:CAL0132170	UniProtKB:Q6FQ69
CGD:CAL0135230	UniProtKB:Q6FKF8
CGD:CAL0127846	UniProtKB:Q6FXB2
CGD:CAL0131496	UniProtKB:Q6FS74
CGD:CAL0132192	UniProtKB:Q6FQA4
CGD:CAL0128177	UniProtKB:Q6FVR3
CGD:CAL0128183	UniProtKB:Q6FW91
CGD:CAL0130426	UniProtKB:Q6FSR0
CGD:CAL0128185	UniProtKB:Q6FWG6
CGD:CAL0132874	UniProtKB:Q6FP91
CGD:CAL0130910	UniProtKB:Q6FUP9
CGD:CAL0135244	UniProtKB:Q6FKY8
CGD:CAL0136513	UniProtKB:Q6FIM3
CGD:CAL0135256	UniProtKB:Q6FLK7
CGD:CAL0130478	UniProtKB:Q6FT30
CGD:CAL0130492	UniProtKB:F2Z5X9
CGD:CAL0127592	UniProtKB:Q6FWZ5
CGD:CAL0128818	UniProtKB:Q6FV08
CGD:CAL0136533	UniProtKB:Q6FK74
CGD:CAL0131538	UniProtKB:Q6FS23
CGD:CAL0136535	UniProtKB:Q6FJK7
CGD:CAL0132880	UniProtKB:B4UN29
CGD:CAL0126917	UniProtKB:Q6FXX9
CGD:CAL0132882	UniProtKB:Q6FNH7
CGD:CAL0126937	UniProtKB:Q6FY72
CGD:CAL0131560	UniProtKB:Q6FS21
CGD:CAL0130584	UniProtKB:Q6FTM2
CGD:CAL0134069	UniProtKB:Q6FMX3
CGD:CAL0135264	UniProtKB:Q6FLR0
CGD:CAL0132892	UniProtKB:Q6FPW8
CGD:CAL0128840	UniProtKB:Q6FUY0
CGD:CAL0136553	UniProtKB:Q6FJ80
CGD:CAL0132262	UniProtKB:Q6FQ50
CGD:CAL0128229	UniProtKB:Q6FVR9
CGD:CAL0132276	UniProtKB:Q6FR53
CGD:CAL0130996	UniProtKB:Q6FTZ1
CGD:CAL0130663	UniProtKB:Q6FTR9
CGD:CAL0135292	UniProtKB:Q6FKR3
CGD:CAL0134091	UniProtKB:Q6FNA8
CGD:CAL0131600	UniProtKB:Q6FRS2
CGD:CAL0130677	UniProtKB:Q6FSV1
CGD:CAL0136587	UniProtKB:Q6FJS3
CGD:CAL0131604	UniProtKB:Q6FR90
CGD:CAL0136601	UniProtKB:Q6FJ94
CGD:CAL0131632	UniProtKB:Q6FRN4
CGD:CAL0136607	UniProtKB:Q6FJ64
CGD:CAL0136611	UniProtKB:Q6FJ86
CGD:CAL0131050	UniProtKB:Q6FUP5
CGD:CAL0136613	UniProtKB:Q6FJ17
CGD:CAL0136621	UniProtKB:Q6FJW9
CGD:CAL0132922	UniProtKB:Q6FP23
CGD:CAL0128277	UniProtKB:Q6FVV5
CGD:CAL0135348	UniProtKB:Q6FL72
CGD:CAL0136629	UniProtKB:Q6FJ63
CGD:CAL0131074	UniProtKB:Q6FTY2
CGD:CAL0127066	UniProtKB:Q6FXD6
CGD:CAL0127244	UniProtKB:Q6FWP4
CGD:CAL0131086	UniProtKB:Q6FUF6
CGD:CAL0132960	UniProtKB:B4UN26
CGD:CAL0130763	UniProtKB:Q6FTH9
CGD:CAL0131696	UniProtKB:Q6FS00
CGD:CAL0135368	UniProtKB:Q6FKD2
CGD:CAL0132974	UniProtKB:Q6FPM8
CGD:CAL0131710	UniProtKB:Q6FSH4
CGD:CAL0136665	UniProtKB:Q6FJU5
CGD:CAL0131712	UniProtKB:Q6FRC4
CGD:CAL0128325	UniProtKB:Q6FWB6
CGD:CAL0131112	UniProtKB:Q6FTU8
CGD:CAL0128928	UniProtKB:Q6FVG1
CGD:CAL0131720	UniProtKB:Q6FR98
CGD:CAL0134147	UniProtKB:Q6FNB0
CGD:CAL0127110	UniProtKB:Q6FXH3
CGD:CAL0134151	UniProtKB:Q6FME1
CGD:CAL0132404	UniProtKB:Q6FQ52
CGD:CAL0132988	UniProtKB:Q6FPQ8
CGD:CAL0136707	UniProtKB:Q6FJU1
CGD:CAL0134179	UniProtKB:Q6FMF7
CGD:CAL0132446	UniProtKB:Q6FQT0
CGD:CAL0130831	UniProtKB:Q6FSV0
CGD:CAL0131802	UniProtKB:Q6FSF0
CGD:CAL0134195	UniProtKB:Q6FMS7
CGD:CAL0136721	UniProtKB:Q6FJI8
CGD:CAL0131818	UniProtKB:Q6FS94
CGD:CAL0131824	UniProtKB:Q6FSI4
CGD:CAL0133034	UniProtKB:Q6FPC9
CGD:CAL0137525	UniProtKB:Q6FSW6
CGD:CAL0133036	UniProtKB:Q6FNI5
CGD:CAL0133042	UniProtKB:Q6FNQ2
CGD:CAL0137533	UniProtKB:Q6FSX7
CGD:CAL0131198	UniProtKB:Q6FUE0
CGD:CAL0128403	UniProtKB:Q6FW11
CGD:CAL0137549	UniProtKB:Q6FTI2
CGD:CAL0133064	UniProtKB:Q6FPX4
CGD:CAL0127426	UniProtKB:Q6FWY8
CGD:CAL0132524	UniProtKB:Q6FQT1
CGD:CAL0133080	UniProtKB:Q6FPN0
CGD:CAL0135446	UniProtKB:Q6FKQ9
CGD:CAL0131874	UniProtKB:Q6FSC8
CGD:CAL0136759	UniProtKB:Q6FJ09
CGD:CAL0127724	UniProtKB:Q6FX93
CGD:CAL0134233	UniProtKB:Q6FMK1
CGD:CAL0129024	UniProtKB:Q6FVP1
CGD:CAL0133094	UniProtKB:Q6FP92
CGD:CAL0131244	UniProtKB:Q6FUH9
CGD:CAL0135464	UniProtKB:Q6FKG9
CGD:CAL0133100	UniProtKB:Q6FPI3
CGD:CAL0134255	UniProtKB:Q6FM73
CGD:CAL0132600	UniProtKB:Q6FQI5
CGD:CAL0136795	UniProtKB:Q6FIV5
CGD:CAL0131280	UniProtKB:Q6FUK1
CGD:CAL0131284	UniProtKB:Q6FU66
CGD:CAL0127780	UniProtKB:W0TYL7
CGD:CAL0133124	UniProtKB:Q6FNV9
CGD:CAL0131298	UniProtKB:Q6FUJ4
CGD:CAL0131300	UniProtKB:Q6FUU4
CGD:CAL0135500	UniProtKB:Q6FKK2
CGD:CAL0133134	UniProtKB:Q6FNN3
CGD:CAL0131302	UniProtKB:Q6FUJ8
CGD:CAL0137647	UniProtKB:Q6FTM8
CGD:CAL0131304	UniProtKB:Q6FU73
CGD:CAL0134283	UniProtKB:Q6FMJ7
CGD:CAL0126849	UniProtKB:Q6FY85
CGD:CAL0134289	UniProtKB:Q6FN50
CGD:CAL0126855	UniProtKB:Q6FY01
CGD:CAL0137659	UniProtKB:Q6FSK5
CGD:CAL0137665	UniProtKB:Q6FT54
CGD:CAL0136821	UniProtKB:Q6FJV5
CGD:CAL0136829	UniProtKB:Q6FJT4
CGD:CAL0137677	UniProtKB:Q6FTH1
CGD:CAL0131324	UniProtKB:Q6FUA8
CGD:CAL0134297	UniProtKB:Q6FMI1
CGD:CAL0136833	UniProtKB:Q6FJP0
CGD:CAL0132658	UniProtKB:Q6FQ76
CGD:CAL0133152	UniProtKB:Q6FPS1
CGD:CAL0134301	UniProtKB:Q6FLW4
CGD:CAL0132676	UniProtKB:Q6FQQ4
CGD:CAL0133154	UniProtKB:Q6FNW5
CGD:CAL0136841	UniProtKB:Q6FJ88
CGD:CAL0135522	UniProtKB:Q6FL49
CGD:CAL0126883	UniProtKB:Q6FY75
CGD:CAL0131358	UniProtKB:Q6FU72
CGD:CAL0135532	UniProtKB:Q6FLN3
CGD:CAL0134319	UniProtKB:Q6FM87
CGD:CAL0133166	UniProtKB:Q6FPM4
CGD:CAL0127594	UniProtKB:Q6FWZ9
CGD:CAL0132708	UniProtKB:Q6FQV9
CGD:CAL0136869	UniProtKB:Q6FK43
CGD:CAL0135556	UniProtKB:A0A0W0CNL3
CGD:CAL0135560	UniProtKB:Q6FKP7
CGD:CAL0128533	UniProtKB:Q6FW53
CGD:CAL0127620	UniProtKB:Q6FWL8
CGD:CAL0131394	UniProtKB:Q6FUH0
CGD:CAL0135566	UniProtKB:Q6FL70
CGD:CAL0137757	UniProtKB:Q6FTJ1
CGD:CAL0132736	UniProtKB:Q6FQ97
CGD:CAL0134343	UniProtKB:F2Z6A0
CGD:CAL0127634	UniProtKB:Q6FX45
CGD:CAL0131406	UniProtKB:Q6FU65
CGD:CAL0132744	UniProtKB:Q6FQN6
CGD:CAL0137777	UniProtKB:Q6FT84
CGD:CAL0134375	UniProtKB:Q6FM88
CGD:CAL0129468	UniProtKB:Q6FQY6
CGD:CAL0133194	UniProtKB:Q6FNW9
CGD:CAL0129165	UniProtKB:Q6FSK0
CGD:CAL0136899	UniProtKB:Q6FIQ5
CGD:CAL0127941	UniProtKB:Q6FVX5
CGD:CAL0129180	UniProtKB:Q6FTG7
CGD:CAL0136907	UniProtKB:Q6FIR2
CGD:CAL0129627	UniProtKB:Q6FQ16
CGD:CAL0135590	UniProtKB:Q6FLK1
CGD:CAL0128576	UniProtKB:Q6FVC1
CGD:CAL0135598	UniProtKB:Q6FKU7
CGD:CAL0135596	UniProtKB:Q6FLF5
CGD:CAL0135602	UniProtKB:Q6FKV3
CGD:CAL0129707	UniProtKB:Q6FSE9
CGD:CAL0128590	UniProtKB:Q6FUZ7
CGD:CAL0136919	UniProtKB:Q6FK82
CGD:CAL0129238	UniProtKB:Q6FUH6
CGD:CAL0128598	UniProtKB:Q6FV63
CGD:CAL0129787	UniProtKB:Q6FQY2
CGD:CAL0127206	UniProtKB:Q6FX17
CGD:CAL0134403	UniProtKB:Q6FMD4
CGD:CAL0133236	UniProtKB:Q6FPM3
CGD:CAL0127010	UniProtKB:Q6FXC4
CGD:CAL0134405	UniProtKB:Q6FLY7
CGD:CAL0136935	UniProtKB:Q6FJU8
CGD:CAL0134421	UniProtKB:Q6FNA9
CGD:CAL0133244	UniProtKB:Q6FNV6
CGD:CAL0127224	UniProtKB:Q6FWT3
CGD:CAL0129955	UniProtKB:Q6FR10
CGD:CAL0135630	UniProtKB:Q6FKZ6
CGD:CAL0135634	UniProtKB:B4UN45
CGD:CAL0129300	UniProtKB:Q6FU68
CGD:CAL0128624	UniProtKB:Q6FVL6
CGD:CAL0128630	UniProtKB:Q6FV11
CGD:CAL0127997	UniProtKB:B4UMZ0
CGD:CAL0129996	UniProtKB:Q6FRP5
CGD:CAL0127254	UniProtKB:Q6FX28
CGD:CAL0129337	UniProtKB:Q6FUC4
CGD:CAL0130024	UniProtKB:Q6FSD0
CGD:CAL0135650	UniProtKB:Q6FKJ4
CGD:CAL0128636	UniProtKB:Q6FVL9
CGD:CAL0129357	UniProtKB:Q6FTY0
CGD:CAL0130108	UniProtKB:Q6FRK3
CGD:CAL0133282	UniProtKB:Q6FNG8
CGD:CAL0134455	UniProtKB:Q6FMT8
CGD:CAL0130146	UniProtKB:Q6FRQ1
CGD:CAL0135676	UniProtKB:Q6FLV0
CGD:CAL0126661	UniProtKB:Q6FY41
CGD:CAL0130164	UniProtKB:Q6FRS3
CGD:CAL0134469	UniProtKB:Q6FMF0
CGD:CAL0130267	UniProtKB:B4UN22
CGD:CAL0133298	UniProtKB:Q6FP26
CGD:CAL0129487	UniProtKB:Q6FUG5
CGD:CAL0129497	UniProtKB:Q6FUV5
CGD:CAL0128680	UniProtKB:Q6FVD2
CGD:CAL0127336	UniProtKB:Q6FWW9
CGD:CAL0134487	UniProtKB:Q6FN63
CGD:CAL0127662	UniProtKB:Q6FXE4
CGD:CAL0134499	UniProtKB:Q6FNF3
CGD:CAL0130313	UniProtKB:Q6FRU7
CGD:CAL0135718	UniProtKB:Q6FL83
CGD:CAL0128067	UniProtKB:Q6FW28
CGD:CAL0127376	UniProtKB:Q6FX46
CGD:CAL0129875	UniProtKB:Q6FSU8
CGD:CAL0137045	UniProtKB:Q6FJB7
CGD:CAL0135724	UniProtKB:Q6FKX1
CGD:CAL0135732	UniProtKB:Q6FLL1
CGD:CAL0132054	UniProtKB:Q6FR42
CGD:CAL0129782	UniProtKB:A0A0W0CBQ0
CGD:CAL0137061	UniProtKB:Q6FIX0
CGD:CAL0137059	UniProtKB:Q6FJU0
CGD:CAL0130462	UniProtKB:Q6FRS7
CGD:CAL0133328	UniProtKB:Q6FNP0
CGD:CAL0133332	UniProtKB:Q6FP04
CGD:CAL0132080	UniProtKB:Q6FQ66
CGD:CAL0132086	UniProtKB:Q6FQ04
CGD:CAL0129919	UniProtKB:Q6FUV4
CGD:CAL0127452	UniProtKB:Q6FX49
CGD:CAL0129966	UniProtKB:Q6FUR1
CGD:CAL0130091	UniProtKB:Q6FSX6
CGD:CAL0133352	UniProtKB:Q6FP45
CGD:CAL0127476	UniProtKB:Q6FWU5
CGD:CAL0130567	UniProtKB:Q6FSG5
CGD:CAL0130603	UniProtKB:Q6FRM4
CGD:CAL0134563	UniProtKB:Q6FN01
CGD:CAL0135796	UniProtKB:Q6FLG4
CGD:CAL0130251	UniProtKB:Q6FT53
CGD:CAL0131446	UniProtKB:Q6FSF6
CGD:CAL0130878	UniProtKB:Q6FUB6
CGD:CAL0131454	UniProtKB:Q6FRC0
CGD:CAL0126857	UniProtKB:Q6FXR6
CGD:CAL0130884	UniProtKB:Q6FUR7
CGD:CAL0127534	UniProtKB:Q6FX32
CGD:CAL0137131	UniProtKB:Q6FIQ3
CGD:CAL0137135	UniProtKB:Q6FJR1
CGD:CAL0130894	UniProtKB:Q6FUC2
CGD:CAL0128173	UniProtKB:Q6FWE7
CGD:CAL0128181	UniProtKB:Q6FWB8
CGD:CAL0135838	UniProtKB:Q6FLC1
CGD:CAL0137153	UniProtKB:Q6FJS1
CGD:CAL0137149	UniProtKB:Q6FJZ1
CGD:CAL0130432	UniProtKB:Q6FSR2
CGD:CAL0134593	UniProtKB:Q6FN64
CGD:CAL0130920	UniProtKB:Q6FU12
CGD:CAL0128197	UniProtKB:Q6FW19
CGD:CAL0137159	UniProtKB:Q6FIY4
CGD:CAL0135850	UniProtKB:B4UN51
CGD:CAL0135860	UniProtKB:Q6FLG5
CGD:CAL0135864	UniProtKB:Q6FLU0
CGD:CAL0128820	UniProtKB:Q6FV18
CGD:CAL0127604	UniProtKB:Q6FX36
CGD:CAL0135870	UniProtKB:Q6FLA6
CGD:CAL0131552	UniProtKB:Q6FRT8
CGD:CAL0130958	UniProtKB:Q6FTZ0
CGD:CAL0126927	UniProtKB:Q6FXT6
CGD:CAL0135872	UniProtKB:Q6FLJ8
CGD:CAL0127610	UniProtKB:Q6FX39
CGD:CAL0130588	UniProtKB:Q6FSS2
CGD:CAL0131570	UniProtKB:Q6FSI3
CGD:CAL0134625	UniProtKB:Q6FN40
CGD:CAL0137187	UniProtKB:Q6FJZ8
CGD:CAL0135888	UniProtKB:Q6FKE3
CGD:CAL0131576	UniProtKB:Q6FR95
CGD:CAL0130624	UniProtKB:Q6FSN8
CGD:CAL0132270	UniProtKB:Q6FQK9
CGD:CAL0135904	UniProtKB:Q6FKL2
CGD:CAL0128235	UniProtKB:Q6FW87
CGD:CAL0130644	UniProtKB:Q6FTQ0
CGD:CAL0127658	UniProtKB:Q6FWY4
CGD:CAL0135906	UniProtKB:Q6FKW2
CGD:CAL0130649	UniProtKB:Q6FT72
CGD:CAL0133468	UniProtKB:Q6FP88
CGD:CAL0130683	UniProtKB:Q6FTA5
CGD:CAL0134653	UniProtKB:Q6FMK7
CGD:CAL0132292	UniProtKB:Q6FQH5
CGD:CAL0134655	UniProtKB:Q6FMR2
CGD:CAL0126551	UniProtKB:Q6FY70
CGD:CAL0137217	UniProtKB:Q6FJQ3
CGD:CAL0134667	UniProtKB:Q6FMF3
CGD:CAL0126563	UniProtKB:Q6FXW6
CGD:CAL0131036	UniProtKB:Q6FUB3
CGD:CAL0128882	UniProtKB:Q6FVA4
CGD:CAL0137227	UniProtKB:Q6FIR0
CGD:CAL0135926	UniProtKB:Q6FL52
CGD:CAL0137235	UniProtKB:Q6FJE3
CGD:CAL0134677	UniProtKB:Q6FMV2
CGD:CAL0128269	UniProtKB:Q6FVW0
CGD:CAL0131048	UniProtKB:Q6FUC0
CGD:CAL0127016	UniProtKB:Q6FX83
CGD:CAL0127212	UniProtKB:Q6FWS5
CGD:CAL0134687	UniProtKB:Q6FM58
CGD:CAL0131646	UniProtKB:Q6FRR8
CGD:CAL0127030	UniProtKB:Q6FXH0
CGD:CAL0132332	UniProtKB:Q6FQN8
CGD:CAL0128894	UniProtKB:Q6FV60
CGD:CAL0128896	UniProtKB:Q6FVL7
CGD:CAL0133500	UniProtKB:Q6FPR7
CGD:CAL0128291	UniProtKB:Q6FWH2
CGD:CAL0126599	UniProtKB:Q6FY81
CGD:CAL0135946	UniProtKB:B4UN47
CGD:CAL0131668	UniProtKB:Q6FSA8
CGD:CAL0135948	UniProtKB:Q6FLQ9
CGD:CAL0128297	UniProtKB:Q6FWA5
CGD:CAL0127236	UniProtKB:A0A0W0DUJ4
CGD:CAL0133520	UniProtKB:Q6FPD8
CGD:CAL0135962	UniProtKB:Q6FLG3
CGD:CAL0137265	UniProtKB:Q6FII6
CGD:CAL0137271	UniProtKB:Q6FK01
CGD:CAL0132370	UniProtKB:Q6FQH0
CGD:CAL0128319	UniProtKB:Q6FWE6
CGD:CAL0127268	UniProtKB:Q6FWT6
CGD:CAL0135974	UniProtKB:Q6FKL4
CGD:CAL0128922	UniProtKB:Q6FVC9
CGD:CAL0135978	UniProtKB:Q6FKC4
CGD:CAL0135980	UniProtKB:Q6FKK4
CGD:CAL0126641	UniProtKB:Q6FY32
CGD:CAL0134741	UniProtKB:Q6FN79
CGD:CAL0134743	UniProtKB:Q6FMB6
CGD:CAL0132394	UniProtKB:Q6FR61
CGD:CAL0131742	UniProtKB:Q6FRI7
CGD:CAL0128339	UniProtKB:Q6FW40
CGD:CAL0128942	UniProtKB:Q6FV21
CGD:CAL0137301	UniProtKB:Q6FIK7
CGD:CAL0134751	UniProtKB:Q6FMK5
CGD:CAL0132414	UniProtKB:Q6FQ06
CGD:CAL0131140	UniProtKB:Q6FU62
CGD:CAL0134759	UniProtKB:Q6FMZ9
CGD:CAL0133546	UniProtKB:Q6FNU3
CGD:CAL0137309	UniProtKB:Q6FK93
CGD:CAL0136014	UniProtKB:Q6FKF1
CGD:CAL0131148	UniProtKB:Q6FUQ7
CGD:CAL0131770	UniProtKB:B4UN10
CGD:CAL0136022	UniProtKB:Q6FKP5
CGD:CAL0133562	UniProtKB:Q6FPP1
CGD:CAL0128962	UniProtKB:Q6FV16
CGD:CAL0134769	UniProtKB:Q6FN52
CGD:CAL0132458	UniProtKB:B4UN16
CGD:CAL0132466	UniProtKB:B4UN19
CGD:CAL0127354	UniProtKB:Q6FWX9
CGD:CAL0133574	UniProtKB:Q6FNJ5
CGD:CAL0128377	UniProtKB:Q6FVX6
CGD:CAL0136048	UniProtKB:F2Z6A2
CGD:CAL0133584	UniProtKB:Q6FPQ1
CGD:CAL0134785	UniProtKB:Q6FM18
CGD:CAL0133602	UniProtKB:Q6FPH7
CGD:CAL0137369	UniProtKB:Q6FIW2
CGD:CAL0127406	UniProtKB:Q6FWR5
CGD:CAL0127410	UniProtKB:B4UMY0
CGD:CAL0131226	UniProtKB:Q6FUS5
CGD:CAL0129010	UniProtKB:Q6FV96
CGD:CAL0133622	UniProtKB:Q6FNT9
CGD:CAL0133616	UniProtKB:Q6FPM0
CGD:CAL0127696	UniProtKB:Q6FXF4
CGD:CAL0136078	UniProtKB:Q6FLT5
CGD:CAL0128417	UniProtKB:Q6FW33
CGD:CAL0126761	UniProtKB:Q6FXX0
CGD:CAL0137385	UniProtKB:Q6FJK9
CGD:CAL0126765	UniProtKB:Q6FY04
CGD:CAL0137387	UniProtKB:Q6FJD9
CGD:CAL0134807	UniProtKB:Q6FMM3
CGD:CAL0133630	UniProtKB:Q6FNP7
CGD:CAL0132538	UniProtKB:Q6FR15
CGD:CAL0133632	UniProtKB:Q6FPM9
CGD:CAL0132544	UniProtKB:Q6FPZ8
CGD:CAL0137395	UniProtKB:Q6FIX3
CGD:CAL0137577	UniProtKB:Q6FT05
CGD:CAL0132554	UniProtKB:Q6FQU1
CGD:CAL0126791	UniProtKB:Q6FY15
CGD:CAL0127456	UniProtKB:Q6FWU2
CGD:CAL0127458	UniProtKB:Q6FWU1
CGD:CAL0127736	UniProtKB:Q6FXK7
CGD:CAL0129034	UniProtKB:Q6FV13
CGD:CAL0128447	UniProtKB:Q6FVX7
CGD:CAL0137423	UniProtKB:Q6FII8
CGD:CAL0136118	UniProtKB:Q6FL31
CGD:CAL0133664	UniProtKB:Q6FP56
CGD:CAL0134841	UniProtKB:Q6FMH7
CGD:CAL0127782	UniProtKB:Q6FXD2
CGD:CAL0128457	UniProtKB:A0A0W0DUV1
CGD:CAL0127508	UniProtKB:Q6FWQ7
CGD:CAL0134857	UniProtKB:Q6FLX1
CGD:CAL0127524	UniProtKB:Q6FX13
CGD:CAL0128477	UniProtKB:Q6FWG3
CGD:CAL0137657	UniProtKB:Q6FTR1
CGD:CAL0134865	UniProtKB:Q6FMK9
CGD:CAL0134863	UniProtKB:Q6FMY4
CGD:CAL0133680	UniProtKB:Q6FPW6
CGD:CAL0134875	UniProtKB:Q6FMN1
CGD:CAL0134873	UniProtKB:Q6FN08
CGD:CAL0127838	UniProtKB:Q6FXJ4
CGD:CAL0134879	UniProtKB:Q6FMQ4
CGD:CAL0133690	UniProtKB:Q6FPA8
CGD:CAL0132662	UniProtKB:Q6FPY4
CGD:CAL0132664	UniProtKB:Q6FPZ5
CGD:CAL0137697	UniProtKB:Q6FT42
CGD:CAL0137447	UniProtKB:Q6FJM6
CGD:CAL0132668	UniProtKB:Q6FQ13
CGD:CAL0131970	UniProtKB:Q6FS79
CGD:CAL0133708	UniProtKB:Q6FNK0
CGD:CAL0128495	UniProtKB:Q6FWC6
CGD:CAL0134913	UniProtKB:Q6FMI3
CGD:CAL0132692	UniProtKB:Q6FQS3
CGD:CAL0132698	UniProtKB:Q6FQU8
CGD:CAL0132696	UniProtKB:Q6FQW1
CGD:CAL0131992	UniProtKB:Q6FRI6
CGD:CAL0136170	UniProtKB:Q6FKR2
CGD:CAL0133722	UniProtKB:Q6FPL2
CGD:CAL0132008	UniProtKB:Q6FRD0
CGD:CAL0127606	UniProtKB:Q6FWK5
CGD:CAL0137745	UniProtKB:Q6FTE4
CGD:CAL0129132	UniProtKB:Q6FV43
CGD:CAL0134953	UniProtKB:Q6FMS6
CGD:CAL0137481	UniProtKB:Q6FIJ2
CGD:CAL0134959	UniProtKB:Q6FMS0
CGD:CAL0129142	UniProtKB:Q6FUX2
CGD:CAL0137497	UniProtKB:Q6FJB5
CGD:CAL0132038	UniProtKB:Q6FRG1
CGD:CAL0131418	UniProtKB:Q6FUG7
CGD:CAL0128547	UniProtKB:B4UMY9
CGD:CAL0132048	UniProtKB:Q6FRN0
CGD:CAL0129544	UniProtKB:Q6FRR3
CGD:CAL0129184	UniProtKB:Q6FTR0
CGD:CAL0129491	UniProtKB:Q6FNM4
CGD:CAL0126996	UniProtKB:Q6FX82
CGD:CAL0136235	UniProtKB:Q6FJ87
CGD:CAL0127951	UniProtKB:Q6FWG1
CGD:CAL0129204	UniProtKB:Q6FT97
CGD:CAL0127953	UniProtKB:Q6FW08
CGD:CAL0129760	UniProtKB:Q6FRF9
CGD:CAL0129797	UniProtKB:Q6FQP9
CGD:CAL0129895	UniProtKB:Q6FQE1
CGD:CAL0128610	UniProtKB:Q6FVD6
CGD:CAL0128620	UniProtKB:Q6FV58
CGD:CAL0129293	UniProtKB:Q6FT63
CGD:CAL0129304	UniProtKB:Q6FU84
CGD:CAL0129329	UniProtKB:Q6FST7
CGD:CAL0128634	UniProtKB:Q6FVN7
CGD:CAL0127262	UniProtKB:Q6FWW2
CGD:CAL0129699	UniProtKB:Q6FNN0
CGD:CAL0126619	UniProtKB:Q6FXW7
CGD:CAL0135050	UniProtKB:Q6FLF1
CGD:CAL0133839	UniProtKB:Q6FMT1
CGD:CAL0130047	UniProtKB:Q6FQ70
CGD:CAL0135052	UniProtKB:Q6FLH7
CGD:CAL0129376	UniProtKB:Q6FU24
CGD:CAL0133847	UniProtKB:Q6FLZ4
CGD:CAL0130096	UniProtKB:Q6FRF3
CGD:CAL0129380	UniProtKB:Q6FUT8
CGD:CAL0127116	UniProtKB:Q6FXA1
CGD:CAL0136311	UniProtKB:Q6FIN5
CGD:CAL0129801	UniProtKB:Q6FNX8
CGD:CAL0130151	UniProtKB:Q6FQP4
CGD:CAL0129433	UniProtKB:Q6FTI3
CGD:CAL0129443	UniProtKB:Q6FTN6
CGD:CAL0135070	UniProtKB:Q6FKV6
CGD:CAL0135072	UniProtKB:Q6FKT6
CGD:CAL0135074	UniProtKB:Q6FLN6
CGD:CAL0129873	UniProtKB:B4UN27
CGD:CAL0130211	UniProtKB:Q6FQ95
CGD:CAL0130231	UniProtKB:Q6FQG7
CGD:CAL0130158	UniProtKB:Q6FRZ1
CGD:CAL0128035	UniProtKB:Q6FW92
CGD:CAL0136337	UniProtKB:Q6FJD4
CGD:CAL0127322	UniProtKB:F2Z679
CGD:CAL0128043	UniProtKB:Q6FWH3
CGD:CAL0128045	UniProtKB:Q6FVS2
CGD:CAL0136361	UniProtKB:Q6FJH5
CGD:CAL0128049	UniProtKB:Q6FVY6
CGD:CAL0129601	UniProtKB:Q6FUP3
CGD:CAL0129621	UniProtKB:Q6FUL5
CGD:CAL0130358	UniProtKB:Q6FR47
CGD:CAL0136385	UniProtKB:Q6FIN8
CGD:CAL0130382	UniProtKB:Q6FQ68
CGD:CAL0130319	UniProtKB:Q6FRX7
CGD:CAL0130418	UniProtKB:Q6FQN4
CGD:CAL0128081	UniProtKB:Q6FVV6
CGD:CAL0133937	UniProtKB:Q6FN93
CGD:CAL0133941	UniProtKB:Q6FMU1
CGD:CAL0129981	UniProtKB:Q6FSS5
CGD:CAL0132064	UniProtKB:Q6FQA2
CGD:CAL0136419	UniProtKB:Q6FJA1
CGD:CAL0132802	UniProtKB:Q6FNJ4
