From	To
B9WK84	XP_002421401.1
B9WJM7	XP_002421242.1
B9WEC6	XP_002419443.1
B9WG44	XP_002419998.1
B9WIW9	XP_002421031.1
B9WL45	XP_002421806.1
B9WAL8	XP_002418138.1
B9WCM4	XP_002418841.1
B9WDF9	XP_002419126.1
B9WHN7	XP_002420599.1
B9WJ95	XP_002421157.1
B9WN39	XP_002422498.1
B9WBT7	XP_002418557.1
B9WEK4	XP_002419521.1
B9WEE4	XP_002419461.1
B9WDJ9	XP_002419166.1
B9WIW0	XP_002421022.1
B9WFZ2	XP_002419946.1
B9WAZ0	XP_002418260.1
B9W8R4	XP_002417484.1
B9WKQ9	XP_002421670.1
B9WB89	XP_002418359.1
B9W6L9	XP_002416740.1
B9WHA3	XP_002420466.1
B9WBA7	XP_002418377.1
B9WCL8	XP_002418835.1
B9WBD5	XP_002418405.1
B9WM61	XP_002422170.1
B9WIS9	XP_002420991.1
B9WAK3	XP_002418123.1
B9WE67	XP_002419384.1
B9WJN7	XP_002421252.1
B9WCA5	XP_002418722.1
B9WAC7	XP_002418047.1
B9WMU7	XP_002422406.1
B9WFP0	XP_002419844.1
B9WMU9	XP_002422408.1
B9WEW9	XP_002419636.1
B9WMW7	XP_002422426.1
B9WK61	XP_002421378.1
B9WBK1	XP_002418471.1
B9WC93	XP_002418710.1
B9WBZ6	XP_002418615.1
B9WKE5	XP_002421460.1
B9WMF6	XP_002422265.1
B9W890	XP_002417311.1
B9WJL8	XP_002421233.1
B9WLQ8	XP_002422019.1
B9WAM3	XP_002418143.1
B9WGR5	XP_002420218.1
B9WLA8	XP_002421869.1
B9WFM4	XP_002419828.1
B9W7J9	XP_002417070.1
B9W7J9	XP_002422193.1
B9WMD2	XP_002422241.1
B9WJQ3	XP_002421268.1
B9WKC6	XP_002421441.1
B9WKE1	XP_002421456.1
B9WI43	XP_002420755.1
B9W7A5	XP_002416976.1
B9WJ22	XP_002421084.1
B9WJX3	XP_002421587.1
B9WF98	XP_002419702.1
B9WKQ2	XP_002421663.1
B9WJH4	XP_002421284.1
B9WDI7	XP_002419154.1
B9WBB4	XP_002418384.1
B9W7H0	XP_002417041.1
B9WBB1	XP_002418381.1
B9WIA6	XP_002420818.1
B9W8W9	XP_002417539.1
B9WEA7	XP_002419424.1
B9WGM9	XP_002420182.1
B9WKB7	XP_002421432.1
B9W933	XP_002417606.1
B9WA52	XP_002417972.1
B9W9W6	XP_002417886.1
B9W6Q2	XP_002416773.1
B9WAS7	XP_002418197.1
B9WHX5	XP_002420687.1
B9WCY0	XP_002418947.1
B9WAU7	XP_002418217.1
B9WIJ0	XP_002420902.1
B9WAQ3	XP_002418173.1
B9W6K2	XP_002416723.1
B9WBV7	XP_002418576.1
B9WEZ8	XP_002419665.1
B9WEI9	XP_002419506.1
B9WIH4	XP_002420886.1
B9WBE0	XP_002418410.1
B9WFA8	XP_002419712.1
B9W7H5	XP_002417046.1
B9WM90	XP_002422199.1
B9W7U1	XP_002417162.1
B9WIT5	XP_002420997.1
B9WEI5	XP_002419502.1
B9WM00	XP_002422111.1
B9WKH9	XP_002421494.1
B9W9U8	XP_002417868.1
B9WHL3	XP_002420576.1
B9WH61	XP_002420424.1
B9WMG2	XP_002422271.1
B9WGI3	XP_002420137.1
B9W720	XP_002416891.1
B9WN19	XP_002422478.1
B9WG52	XP_002420006.1
B9WCW2	XP_002418929.1
B9WMT3	XP_002422392.1
B9W919	XP_002417589.1
B9W7L4	XP_002417085.1
B9WEL6	XP_002419533.1
B9WLL0	XP_002421971.1
B9WCI4	XP_002418801.1
B9WL04	XP_002421765.1
B9WH30	XP_002420393.1
B9WME7	XP_002422256.1
B9WKJ0	XP_002421505.1
B9WI34	XP_002420746.1
B9WAD2	XP_002418052.1
B9WEX4	XP_002419641.1
B9WD13	XP_002418980.1
B9WG51	XP_002420005.1
B9WCR1	XP_002418878.1
B9WBJ6	XP_002418466.1
B9WBA8	XP_002418378.1
B9WHR2	XP_002420624.1
B9WIG4	XP_002420876.1
B9WHW1	XP_002420673.1
B9W8L0	XP_002417430.1
B9W6R5	XP_002416786.1
B9WJT2	XP_002421550.1
B9WC88	XP_002418705.1
B9WJC1	XP_002421183.1
B9WH92	XP_002420455.1
B9WDK5	XP_002419172.1
B9WF71	XP_002420303.1
B9W9S6	XP_002417846.1
B9W701	XP_002416872.1
B9W8U4	XP_002417514.1
B9WGC9	XP_002420083.1
B9WAL5	XP_002418135.1
B9WM13	XP_002422124.1
B9WID1	XP_002420843.1
B9WB49	XP_002418319.1
B9WD24	XP_002418991.1
B9WBP6	XP_002418516.1
B9WDA1	XP_002419068.1
B9WGE8	XP_002420102.1
B9WG37	XP_002419991.1
B9WCE0	XP_002418757.1
B9WBP8	XP_002418518.1
B9WAL6	XP_002418136.1
B9WHI7	XP_002420550.1
B9WED9	XP_002419456.1
B9WKD8	XP_002421453.1
B9WKG1	XP_002421476.1
B9WKN5	XP_002421646.1
B9W955	XP_002417624.1
B9WHC0	XP_002420483.1
B9WAF4	XP_002418074.1
B9WBL6	XP_002418486.1
B9WI69	XP_002420781.1
B9WFW9	XP_002419923.1
B9WGF8	XP_002420112.1
B9WAW3	XP_002418233.1
B9W7F5	XP_002417026.1
B9W931	XP_002417600.1
B9W835	XP_002417257.1
B9W8M1	XP_002417441.1
B9W7T3	XP_002417154.1
B9W7E0	XP_002417011.1
B9WEX9	XP_002419646.1
B9WIQ2	XP_002420964.1
B9WMT9	XP_002422398.1
B9WGC3	XP_002420077.1
B9WAA4	XP_002418024.1
B9WN54	XP_002422513.1
B9WIS6	XP_002420988.1
B9WKI5	XP_002421500.1
B9WL07	XP_002421768.1
B9WI19	XP_002420731.1
B9WLN0	XP_002421991.1
B9WCW5	XP_002418932.1
B9W969	XP_002417638.1
B9WF37	XP_002420270.1
B9WKI7	XP_002421502.1
B9WLP0	XP_002422001.1
B9W9Z3	XP_002417913.1
B9W8G8	XP_002417386.1
B9WEW0	XP_002419627.1
B9WGE3	XP_002420097.1
B9WFD8	XP_002419742.1
B9WMV0	XP_002422409.1
B9WAU4	XP_002418214.1
B9W7J2	XP_002417063.1
B9WMY6	XP_002422445.1
B9W9Z7	XP_002417917.1
B9W7T5	XP_002417156.1
B9W9W1	XP_002417881.1
B9W7U5	XP_002417166.1
B9WKL1	XP_002421622.1
B9WKT2	XP_002421693.1
B9W840	XP_002417262.1
B9WAL7	XP_002418137.1
B9W8Z7	XP_002417567.1
B9WGE0	XP_002420094.1
B9WFJ5	XP_002419799.1
B9WKQ4	XP_002421665.1
B9WAD4	XP_002418054.1
B9WEQ7	XP_002419574.1
B9WF17	XP_002420250.1
B9WEA3	XP_002419420.1
B9WA86	XP_002418006.1
B9WCP0	XP_002418857.1
B9W9G9	XP_002417739.1
B9W8P2	XP_002417462.1
B9WJB2	XP_002421174.1
B9WKA5	XP_002421422.1
B9WAX9	XP_002418249.1
B9W9R7	XP_002417837.1
B9WHX1	XP_002420683.1
B9W6Q3	XP_002416774.1
B9WM47	XP_002422156.1
B9W982	XP_002417651.1
B9WE58	XP_002419375.1
B9W9F1	XP_002417720.1
B9W6S8	XP_002416799.1
B9WE35	XP_002419352.1
B9WBR6	XP_002418536.1
B9WK81	XP_002421398.1
B9WAW9	XP_002418239.1
B9WIF8	XP_002420870.1
B9WG97	XP_002420051.1
B9WN62	XP_002422521.1
B9WDH1	XP_002419138.1
B9WAW2	XP_002418232.1
B9WA35	XP_002417955.1
B9W9M1	XP_002417791.1
B9WKS9	XP_002421690.1
B9WJU9	XP_002421565.1
B9WJI4	XP_002421294.1
B9WB84	XP_002418354.1
B9WCF1	XP_002418768.1
B9WLC7	XP_002421888.1
B9WC77	XP_002418694.1
B9W991	XP_002417660.1
B9WKH5	XP_002421490.1
B9WBT6	XP_002418556.1
B9WLL5	XP_002421976.1
B9WJ02	XP_002421064.1
B9WN03	XP_002422462.1
B9WLU4	XP_002422055.1
B9WB86	XP_002418356.1
B9W6T7	XP_002416808.1
B9WFT8	XP_002419892.1
B9WL28	XP_002421789.1
B9WGV7	XP_002420320.1
B9WKM0	XP_002421631.1
B9WES8	XP_002419595.1
B9WC97	XP_002418714.1
B9WJN5	XP_002421250.1
B9WFZ6	XP_002419950.1
B9WDR5	XP_002419232.1
B9WDE8	XP_002419115.1
B9WJS7	XP_002421522.1
B9W6Z3	XP_002416864.1
B9W8N0	XP_002417450.1
B9WJN2	XP_002421247.1
B9WHW2	XP_002420674.1
B9W7Z7	XP_002417218.1
B9WG38	XP_002419992.1
B9WBD8	XP_002418408.1
B9WBL8	XP_002418488.1
B9WAA2	XP_002418022.1
B9W6M9	XP_002416750.1
B9WMF9	XP_002422268.1
B9WCS4	XP_002418891.1
B9W6P2	XP_002416763.1
B9WKU6	XP_002421707.1
B9W8V8	XP_002417528.1
B9WHS6	XP_002420638.1
B9WLG6	XP_002421927.1
B9WG83	XP_002420037.1
B9WMB6	XP_002422225.1
B9WAH7	XP_002418097.1
B9WI54	XP_002420766.1
B9WHU7	XP_002420659.1
B9WKN6	XP_002421647.1
B9WN44	XP_002422503.1
B9W8A5	XP_002417326.1
B9WBD9	XP_002418409.1
B9W9X9	XP_002417899.1
B9WFU4	XP_002419898.1
B9W739	XP_002416910.1
B9W7U4	XP_002417165.1
B9WAC9	XP_002418049.1
B9WFB6	XP_002419720.1
B9WGA7	XP_002420061.1
B9WE61	XP_002419378.1
B9WJF0	XP_002421212.1
B9WH28	XP_002420391.1
B9WKP9	XP_002421660.1
B9W9T3	XP_002417854.1
B9WE14	XP_002419331.1
B9WIN5	XP_002420947.1
B9WKU3	XP_002421704.1
B9W7Y0	XP_002417201.1
B9WL53	XP_002421814.1
B9WLW6	XP_002422077.1
B9W8F3	XP_002417374.1
B9WAP3	XP_002418163.1
B9W7W6	XP_002417187.1
B9WI71	XP_002420783.1
B9W952	XP_002417621.1
B9WBN6	XP_002418506.1
B9WHP1	XP_002420603.1
B9W9L2	XP_002417782.1
B9WBE7	XP_002418417.1
B9WIE6	XP_002420858.1
B9WC09	XP_002418628.1
B9WB33	XP_002418303.1
B9WDU1	XP_002419258.1
B9WE84	XP_002419401.1
B9W7N8	XP_002417109.1
B9WKR8	XP_002421679.1
B9W768	XP_002416939.1
B9WCK7	XP_002418824.1
B9W9E0	XP_002417710.1
B9WAN6	XP_002418156.1
B9WAH8	XP_002418098.1
B9WI70	XP_002420782.1
B9W706	XP_002416877.1
B9W9A1	XP_002417671.1
B9WG47	XP_002420001.1
B9WDM3	XP_002419190.1
B9WEI6	XP_002419503.1
B9WFN8	XP_002419842.1
B9WBK0	XP_002418470.1
B9WAI4	XP_002418104.1
B9WGN8	XP_002420191.1
B9WJ87	XP_002421149.1
B9WIL0	XP_002420922.1
B9WJU6	XP_002421562.1
B9WDI4	XP_002419151.1
B9WFY3	XP_002419937.1
B9WAY0	XP_002418250.1
B9W6M1	XP_002416742.1
B9WF81	XP_002419685.1
B9WM49	XP_002422158.1
B9WKC2	XP_002421437.1
B9WCH1	XP_002418788.1
B9W9D0	XP_002417700.1
B9WJB6	XP_002421178.1
B9WIQ3	XP_002420965.1
B9WC14	XP_002418633.1
B9WG28	XP_002419982.1
B9W808	XP_002417229.1
B9WBT8	XP_002418558.1
B9WB12	XP_002418282.1
B9WM77	XP_002422186.1
B9W6Z2	XP_002416863.1
B9WJG3	XP_002421273.1
B9WCE9	XP_002418766.1
B9W7L9	XP_002417090.1
B9WIA4	XP_002420816.1
B9WAE1	XP_002418061.1
B9W8K8	XP_002417427.1
B9WMR0	XP_002422369.1
B9WEM9	XP_002419546.1
B9WJY0	XP_002421594.1
B9WK67	XP_002421384.1
B9W7M0	XP_002417091.1
B9WKA8	XP_002421425.1
B9WJ73	XP_002421135.1
B9WFP9	XP_002419853.1
B9WAI8	XP_002418108.1
B9W8G7	XP_002417388.1
B9WB83	XP_002418353.1
B9WG50	XP_002420004.1
B9WIV1	XP_002421013.1
B9WA47	XP_002417967.1
B9WHZ0	XP_002420702.1
B9W7I5	XP_002417056.1
B9WM36	XP_002422147.1
B9WAT1	XP_002418201.1
B9WL78	XP_002421839.1
B9WAB7	XP_002418037.1
B9W8U6	XP_002417516.1
B9WDQ3	XP_002419220.1
B9WBX5	XP_002418594.1
B9W789	XP_002416960.1
B9WN76	XP_002422535.1
B9WMB9	XP_002422228.1
B9WN06	XP_002422465.1
B9WL58	XP_002421819.1
B9WFU3	XP_002419897.1
B9WAI5	XP_002418105.1
B9W8B4	XP_002417335.1
B9WD39	XP_002419006.1
B9WAY7	XP_002418257.1
B9WBX3	XP_002418592.1
B9WDI0	XP_002419147.1
B9W6X9	XP_002416850.1
B9WJI1	XP_002421291.1
B9WF83	XP_002419687.1
B9WLL9	XP_002421980.1
B9WC64	XP_002418681.1
B9WAF9	XP_002418079.1
B9WE02	XP_002419319.1
B9WK38	XP_002421355.1
B9WA82	XP_002418002.1
B9WCZ7	XP_002418964.1
B9WM67	XP_002422176.1
B9WJ17	XP_002421079.1
B9W8A7	XP_002417328.1
B9WJ94	XP_002421156.1
B9WHV2	XP_002420664.1
B9WLC1	XP_002421882.1
B9WIF2	XP_002420864.1
B9WEG3	XP_002419480.1
B9WEA2	XP_002419419.1
B9WHN8	XP_002420600.1
B9WH79	XP_002420442.1
B9WIE0	XP_002420852.1
B9WMI9	XP_002422298.1
B9W6J5	XP_002416716.1
B9WHV7	XP_002420669.1
B9W6H4	XP_002416695.1
B9WCQ9	XP_002418876.1
B9WCJ1	XP_002418808.1
B9WDW9	XP_002419286.1
B9WM78	XP_002422187.1
B9WKG9	XP_002421484.1
B9WD99	XP_002419066.1
B9W9P2	XP_002417812.1
B9WIA3	XP_002420815.1
B9WIM7	XP_002420939.1
B9WLX6	XP_002422087.1
B9W9T5	XP_002417855.1
B9WF95	XP_002419699.1
B9WCN6	XP_002418853.1
B9WF67	XP_002420299.1
B9WGF0	XP_002420104.1
B9W875	XP_002417296.1
B9WD48	XP_002419015.1
B9W705	XP_002416876.1
B9WJD7	XP_002421199.1
B9WM22	XP_002422133.1
B9W9Q8	XP_002417828.1
B9WCZ2	XP_002418959.1
B9WAE3	XP_002418063.1
B9WE46	XP_002419363.1
B9WJ57	XP_002421119.1
B9WJQ7	XP_002421539.1
B9W9I4	XP_002417754.1
B9WF43	XP_002420275.1
B9WD33	XP_002419000.1
B9W7W4	XP_002417185.1
B9W9F3	XP_002417723.1
B9WE59	XP_002419376.1
B9W7L5	XP_002417086.1
B9WFW3	XP_002419917.1
B9W8R1	XP_002417481.1
B9WKF0	XP_002421465.1
B9W9E7	XP_002417717.1
B9WGY8	XP_002420351.1
B9WMB7	XP_002422226.1
B9WAQ2	XP_002418172.1
B9WMV5	XP_002422414.1
B9WJ12	XP_002421074.1
B9WIS0	XP_002420982.1
B9WI06	XP_002420718.1
B9WBP1	XP_002418511.1
B9WKX4	XP_002421735.1
B9WCV4	XP_002418921.1
B9WFZ4	XP_002419948.1
B9WGK9	XP_002420162.1
B9WIL9	XP_002420931.1
B9WGW3	XP_002420326.1
B9WIH8	XP_002420890.1
B9WIH8	XP_002420895.1
B9WH97	XP_002420460.1
B9WAR2	XP_002418182.1
B9WJR1	XP_002421514.1
B9WL90	XP_002421851.1
B9WCJ9	XP_002418816.1
B9W8H8	XP_002417398.1
B9WK15	XP_002421332.1
B9WA01	XP_002417921.1
B9WDT4	XP_002419251.1
B9WL09	XP_002421770.1
B9WHP8	XP_002420610.1
B9WHJ1	XP_002420554.1
B9WLB6	XP_002421877.1
B9W801	XP_002417222.1
B9WD19	XP_002418986.1
B9WJT3	XP_002421551.1
B9WHZ2	XP_002420704.1
B9WFP2	XP_002419846.1
B9WA83	XP_002418003.1
B9WIR0	XP_002420972.1
B9WM97	XP_002422206.1
B9WLW2	XP_002422073.1
B9WDH5	XP_002419142.1
B9WJH9	XP_002421289.1
B9W9L9	XP_002417789.1
B9WDK1	XP_002419168.1
B9WDW7	XP_002419284.1
B9WH48	XP_002420411.1
B9WA54	XP_002417974.1
B9WIY3	XP_002421045.1
B9WH84	XP_002420447.1
B9W6J3	XP_002416714.1
B9W8F7	XP_002417378.1
B9WJ81	XP_002421143.1
B9WCT4	XP_002418901.1
B9WN55	XP_002422514.1
B9WA56	XP_002417976.1
B9WDX2	XP_002419289.1
B9WFE1	XP_002419745.1
B9WC15	XP_002418634.1
B9WG05	XP_002419959.1
B9W8D2	XP_002417353.1
B9WLX5	XP_002422086.1
B9WC79	XP_002418696.1
B9WH10	XP_002420373.1
B9W6S3	XP_002416794.1
B9WF21	XP_002420254.1
B9WLZ0	XP_002422101.1
B9WBG2	XP_002418432.1
B9WBA6	XP_002418376.1
B9WJG1	XP_002421271.1
B9W927	XP_002417597.1
B9WG43	XP_002419997.1
B9WJJ6	XP_002421306.1
B9WL50	XP_002421811.1
B9WL26	XP_002421787.1
B9WA32	XP_002417952.1
B9W9N5	XP_002417805.1
B9W7R4	XP_002417135.1
B9WCH6	XP_002418793.1
B9WC91	XP_002418708.1
B9WEF6	XP_002419473.1
B9WAZ7	XP_002418267.1
B9W821	XP_002417241.1
B9WM24	XP_002422135.1
B9WAJ1	XP_002418111.1
B9W8S7	XP_002417498.1
B9WBC6	XP_002418396.1
B9W7K9	XP_002417080.1
B9WFR8	XP_002419872.1
B9W995	XP_002417664.1
B9WEJ8	XP_002419515.1
B9WEJ8	XP_002419534.1
B9W6U2	XP_002416813.1
B9W823	XP_002417243.1
B9WEV2	XP_002419619.1
B9W6T0	XP_002416801.1
B9WDQ1	XP_002419218.1
B9WDQ1	XP_002419229.1
B9WHC1	XP_002420484.1
B9WCT8	XP_002418905.1
B9WJT9	XP_002421555.1
B9WLV2	XP_002422063.1
B9WN14	XP_002422473.1
B9WJ98	XP_002421160.1
B9W8Z3	XP_002417563.1
B9WGZ1	XP_002420354.1
B9W6V8	XP_002416829.1
B9WMI1	XP_002422290.1
B9WB45	XP_002418315.1
B9WK90	XP_002421407.1
B9WMM1	XP_002422330.1
B9WGN6	XP_002420189.1
B9W9Q2	XP_002417822.1
B9WBG9	XP_002418439.1
B9WAH3	XP_002418093.1
B9WJF1	XP_002421213.1
B9WL67	XP_002421828.1
B9WE09	XP_002419326.1
B9WAT4	XP_002418204.1
B9W9Q7	XP_002417826.1
B9WEV8	XP_002419625.1
B9WJU3	XP_002421559.1
B9WJV5	XP_002421571.1
B9WJH6	XP_002421286.1
B9WKD7	XP_002421452.1
B9WEW5	XP_002419632.1
B9W8G2	XP_002417382.1
B9W9A0	XP_002417670.1
B9WBJ7	XP_002418467.1
B9W9G8	XP_002417738.1
B9WJT8	XP_002421554.1
B9WMN1	XP_002422340.1
B9W820	XP_002417244.1
B9W9P9	XP_002417819.1
B9WDM5	XP_002419192.1
B9W999	XP_002417668.1
B9WC28	XP_002418647.1
B9WE11	XP_002419328.1
B9WGC2	XP_002420076.1
B9W6H9	XP_002416700.1
B9WE13	XP_002419330.1
B9WDT6	XP_002419253.1
B9WAS2	XP_002418192.1
B9WE78	XP_002419395.1
B9W6V6	XP_002416827.1
B9WAF3	XP_002418073.1
B9WN08	XP_002422467.1
B9WEV4	XP_002419621.1
B9WAP0	XP_002418160.1
B9W6T5	XP_002416806.1
B9WMF3	XP_002422262.1
B9WIB0	XP_002420822.1
B9WHG1	XP_002420524.1
B9WDL6	XP_002419183.1
B9WFX7	XP_002419931.1
B9WMY0	XP_002422439.1
B9W6K7	XP_002416728.1
B9WKD3	XP_002421448.1
B9WGR2	XP_002420215.1
B9WFY2	XP_002419936.1
B9W6Y6	XP_002416857.1
B9WJW9	XP_002421583.1
B9WCC8	XP_002418745.1
B9WB59	XP_002418329.1
B9WIX3	XP_002421035.1
B9W7L6	XP_002417087.1
B9WKK3	XP_002421614.1
B9WHZ3	XP_002420705.1
B9W6Y5	XP_002416856.1
B9WLB7	XP_002421878.1
B9W848	XP_002417271.1
B9WGM2	XP_002420175.1
B9WC53	XP_002418672.1
B9WN52	XP_002422511.1
B9WK62	XP_002421379.1
B9WM44	XP_002422153.1
B9WLS5	XP_002422036.1
B9WL10	XP_002421771.1
B9WKR9	XP_002421680.1
B9WLY8	XP_002422099.1
B9WM05	XP_002422116.1
B9WLH6	XP_002421937.1
B9WK63	XP_002421380.1
B9WHK5	XP_002420568.1
B9WAU0	XP_002418210.1
B9W8K4	XP_002417424.1
B9WD06	XP_002418973.1
B9WIU5	XP_002421007.1
B9WIN3	XP_002420945.1
B9WAP5	XP_002418165.1
B9WAN8	XP_002418158.1
B9WGW2	XP_002420325.1
B9WJ80	XP_002421142.1
B9W989	XP_002417658.1
B9WK51	XP_002421368.1
B9WJC7	XP_002421189.1
B9WHC6	XP_002420489.1
B9WG84	XP_002420038.1
B9WMG3	XP_002422272.1
B9WF88	XP_002419692.1
B9WF88	XP_002419721.1
B9W7L3	XP_002417084.1
B9WFN7	XP_002419841.1
B9WDB7	XP_002419084.1
B9WJI9	XP_002421299.1
B9WD31	XP_002418998.1
B9WK21	XP_002421338.1
B9W769	XP_002416940.1
B9WBD7	XP_002418407.1
B9WI77	XP_002420789.1
B9WI72	XP_002420784.1
B9WA89	XP_002418009.1
B9WGK0	XP_002420154.1
B9WH59	XP_002420422.1
B9W7E2	XP_002417013.1
B9WL13	XP_002421774.1
B9WAR1	XP_002418181.1
B9WCA3	XP_002418720.1
B9WE38	XP_002419355.1
B9WF02	XP_002419669.1
B9W819	XP_002417240.1
B9WCQ7	XP_002418874.1
B9WBH5	XP_002418445.1
B9W9H9	XP_002417749.1
B9WMZ4	XP_002422453.1
B9WAE8	XP_002418068.1
B9WJ39	XP_002421101.1
B9WJN9	XP_002421254.1
B9WJ41	XP_002421103.1
B9WFZ3	XP_002419947.1
B9WJD2	XP_002421194.1
B9W7N9	XP_002417110.1
B9WDD0	XP_002419097.1
B9W9V7	XP_002417876.1
B9WB31	XP_002418301.1
B9WCY4	XP_002418951.1
B9WG58	XP_002420012.1
B9WER0	XP_002419577.1
B9WG21	XP_002419975.1
B9W7X1	XP_002417192.1
B9WE80	XP_002419397.1
B9W946	XP_002417614.1
B9WKM8	XP_002421639.1
B9WBB5	XP_002418385.1
B9WLW1	XP_002422072.1
B9WMK6	XP_002422315.1
B9W9M0	XP_002417790.1
B9WEX7	XP_002419644.1
B9WD94	XP_002419061.1
B9WKI0	XP_002421495.1
B9WK80	XP_002421397.1
B9WFK0	XP_002419804.1
B9WCV0	XP_002418917.1
B9W9W4	XP_002417884.1
B9WL41	XP_002421802.1
B9WEZ4	XP_002419661.1
B9WDN1	XP_002419198.1
B9W7R6	XP_002417137.1
B9WHJ6	XP_002420559.1
B9WIC5	XP_002420837.1
B9WJE5	XP_002421207.1
B9WJ69	XP_002421131.1
B9WIK5	XP_002420917.1
B9WML9	XP_002422328.1
B9WB74	XP_002418344.1
B9WJS4	XP_002421519.1
B9WI04	XP_002420716.1
B9WF87	XP_002419691.1
B9WDG9	XP_002419136.1
B9WFP8	XP_002419852.1
B9WCR9	XP_002418886.1
B9WK17	XP_002421334.1
B9WJQ2	XP_002421267.1
B9WBW2	XP_002418581.1
B9W9B6	XP_002417684.1
B9WAY1	XP_002418251.1
B9WBU6	XP_002418565.1
B9W9W0	XP_002417880.1
B9W7J7	XP_002417068.1
B9WFD2	XP_002419736.1
B9WMM7	XP_002422336.1
B9WIC1	XP_002420833.1
B9WHV8	XP_002420670.1
B9WMK5	XP_002422314.1
B9WDZ1	XP_002419308.1
B9WM53	XP_002422162.1
B9W6U1	XP_002416812.1
B9WBA4	XP_002418374.1
B9WHZ8	XP_002420710.1
B9WEV7	XP_002419624.1
B9WI31	XP_002420743.1
B9WCY5	XP_002418952.1
B9WC48	XP_002418667.1
B9WEJ6	XP_002419513.1
B9WEH4	XP_002419491.1
B9WI09	XP_002420721.1
B9WN69	XP_002422528.1
B9WA97	XP_002418017.1
B9WKK7	XP_002421618.1
B9W796	XP_002416967.1
B9W6Z7	XP_002416868.1
B9WMR5	XP_002422374.1
B9WIY0	XP_002421042.1
B9WCE2	XP_002418759.1
B9WMX1	XP_002422430.1
B9W7B0	XP_002416981.1
B9WGL8	XP_002420171.1
B9WN13	XP_002422472.1
B9WMC0	XP_002422229.1
B9WBN8	XP_002418508.1
B9WLX8	XP_002422089.1
B9WF86	XP_002419690.1
B9WAX3	XP_002418243.1
B9W7F1	XP_002417022.1
B9WKJ6	XP_002421510.1
B9WFS1	XP_002419875.1
B9WEZ7	XP_002419664.1
B9WA23	XP_002417943.1
B9WF00	XP_002419667.1
B9WMC4	XP_002422233.1
B9W7U2	XP_002417163.1
B9WK95	XP_002421412.1
B9WK23	XP_002421340.1
B9W8S3	XP_002417493.1
B9WLL3	XP_002421974.1
B9W856	XP_002417276.1
B9W9D8	XP_002417707.1
B9W703	XP_002416874.1
B9WGL4	XP_002420167.1
B9W9A5	XP_002417675.1
B9WB97	XP_002418367.1
B9W885	XP_002417306.1
B9WHB7	XP_002420480.1
B9W6L4	XP_002416735.1
B9WIS3	XP_002420985.1
B9WH21	XP_002420384.1
B9WDN3	XP_002419200.1
B9WDJ4	XP_002419161.1
B9W6K9	XP_002416730.1
B9W6W3	XP_002416834.1
B9WGV0	XP_002420313.1
B9WBZ5	XP_002418614.1
B9W9P8	XP_002417818.1
B9WEA8	XP_002419425.1
B9WLX4	XP_002422085.1
B9WAH2	XP_002418092.1
B9W8M9	XP_002417449.1
B9WM73	XP_002422182.1
B9W8Y7	XP_002417557.1
B9WM17	XP_002422128.1
B9WGR3	XP_002420216.1
B9WCB1	XP_002418728.1
B9W7F7	XP_002417028.1
B9WF41	XP_002420273.1
B9WGV6	XP_002420319.1
B9WDC4	XP_002419091.1
B9WCW4	XP_002418931.1
B9WKJ7	XP_002421537.1
B9W9U5	XP_002417865.1
B9WBF7	XP_002418427.1
B9W9Z9	XP_002417919.1
B9WJ09	XP_002421071.1
B9W8D6	XP_002417357.1
B9WFC4	XP_002419728.1
B9W9R4	XP_002417834.1
B9WN45	XP_002422504.1
B9W7D8	XP_002417009.1
B9WA49	XP_002417969.1
B9WIB8	XP_002420830.1
B9WI61	XP_002420773.1
B9WAI9	XP_002418109.1
B9WHC2	XP_002420485.1
B9WHB9	XP_002420482.1
B9WM66	XP_002422175.1
B9WAJ8	XP_002418118.1
B9WB24	XP_002418294.1
B9W777	XP_002416948.1
B9WIN8	XP_002420950.1
B9WH34	XP_002420397.1
B9W7S9	XP_002417150.1
B9WJ01	XP_002421063.1
B9WHE3	XP_002420506.1
B9WCT6	XP_002418903.1
B9WK12	XP_002421329.1
B9WMG8	XP_002422277.1
B9WC19	XP_002418638.1
B9WHR6	XP_002420628.1
B9WBS4	XP_002418544.1
B9W7M8	XP_002417099.1
B9W8V3	XP_002417523.1
B9WFB4	XP_002419718.1
B9WEL0	XP_002419527.1
B9WLE4	XP_002421905.1
B9WAG4	XP_002418084.1
B9WAE5	XP_002418065.1
B9WLM0	XP_002421981.1
B9WF45	XP_002420277.1
B9WN46	XP_002422505.1
B9WK60	XP_002421377.1
B9WGZ9	XP_002420362.1
B9W949	XP_002417618.1
B9WLT7	XP_002422048.1
B9WL46	XP_002421807.1
B9W6Z1	XP_002416862.1
B9W994	XP_002417663.1
B9W9E9	XP_002417719.1
B9WG31	XP_002419985.1
B9WFE5	XP_002419749.1
B9WDE1	XP_002419108.1
B9WAY8	XP_002418258.1
B9WEH9	XP_002419496.1
B9WBB7	XP_002418387.1
B9WKW0	XP_002421721.1
B9W6Q0	XP_002416771.1
B9WG56	XP_002420010.1
B9WLE6	XP_002421907.1
B9WLE6	XP_002421920.1
B9WD40	XP_002419007.1
B9W898	XP_002417319.1
B9W8E3	XP_002417364.1
B9WBT3	XP_002418553.1
B9WEB9	XP_002419436.1
B9WJ43	XP_002421105.1
B9WIC8	XP_002420840.1
B9WIH3	XP_002420885.1
